Label,Text
depressive,এগুলো বাদ দিয়া চাষাবাদ দাও নিজের উন্নতি হবে সাথে দেশের
depressive,আগে বারতো তবে এখন কেনো বারে এটা সরকার দেখবে না।তেলের দাম বারর সাতেসাতে জিনিসেরি দাম বারল এটা
depressive,আমি সময় অনুমান করি আমি অন্যের জন্য অপরিচিত।আমি সময় অনুমান করি আমি যেটা প্রয়োজন তাতে আমি সেটা করতে পারবো
depressive,সাকিব ক্যাচ মিস করে ছক্কা বানায়া দিলো রুবেল নাম্বার উইকেট পাওয়া থেকে বঞ্চিত
non_depressive,জারা এমন কাজ করচে এদের সাতে জারা জরিত আচেতাদের ফাঁশি অল্প সময় মদ্দে চাই সবাই
depressive,হায় আল্লাহ মুফতি কাজী ইব্রাহিম হুজুর টিকার পার্শ্বপ্রতিক্রিয়া নিয়ে কথা বলায় তাকে জেল জুলুম নিন্দা সইতে হয়েছিল।
non_depressive,আমি বুঝি না জনগণকে ভোট যখন দিতেই দিবে না তাহলে নির্বাচন দেয়ার প্রয়োজনটা কি সরকার কি বলবে আমরা জানি কিন্তু এইবার নির্বাচন কমিশন নুতন কি বলবে তা শোনার অপেক্ষায় : ব্যালট বইয়ে পুরোটাতেই নৌকায় সিল
non_depressive,ঈমানী কথা বলার কোন ইতি নেই ! যতো বেশি আলোচনা হবে উম্মতের ঈমানী জযবা ততো বেশি পয়দা হবে । 
depressive,আমরা ছাত্ররার সবথেকে ভুক্তভোগী। কারণটা আমাকে বলতে হবে আশাকরি সবাই বুঝতে পারছেন এখন বলবেন আপনারা
depressive,স্বার্থক জন্ম আমরা জন্মেছি দেশে রাস্তায় মানুষ মরে মন্ত্রী সাহেব হাসে হায় আফসোস কান্না সারা দেশেরএত অস্বস্তি
non_depressive,নিউজ পায়না হলো বাংলাদেশের সাংবাদিক
depressive,কষ্ট দুনিয়াতে বিদায়
non_depressive,ডিজিটাল বাংলাদেশ ছিছিছি বাংলাদেশের পুলিশ
non_depressive,কোন রাকিব হাসান ওইযে টয়লেটে ভিতরে ভিডিও বানায় অইটা
depressive,ওয়ার্ড নেতারই অবস্তা জানি উপজেলা নেতা হইলে করবে।
non_depressive,তৃতীয় শ্রেণির দেশ কাংলাদেশে অস্বাভাবিক কিছু
depressive,বাঙালি তোদের ছেড়ে দেবে ভেবেছিস কষ্ট দিবিরে তোরা
non_depressive,চমৎকার অভিনয়। অসাধারণ।
depressive,বালিকার জন্য গেছিলাম ফ্রান্সের বিখ্যাত ভালোবাসার সেতুতে তালা ঝুলাইতে ভাগ্যের নির্মম পরিহাস সেখানে তালা ঝুলানোই নিষেধ করে দিছে
depressive,ভাই দব্রমুল্য দাম বারলে সরকারের কিছুই করার থাকেনা তবে সরকারে করনিও হলো সরকারি বেসরকারি চাকরি জিবিদের বেতন বাজারের সাথে মিল রেখে বারানো হোক
depressive,পদে থাকলে বিচার হচ্ছেনা নিশ্চিত।।।।।।
depressive,আমি সময় মনে করি আমি ব্যারিস্টার হতে পারি না।
depressive,বেসরকারি চাকরিরও সুনির্দিষ্ট নীতিমালা থাকা উচিত। চাকরিতে নিশ্চয়তা থাকার কারণে সবাই সরকারি চাকরির পেছনে ছোটো। ফলে বেকার সমস্যা বেড়ে যাচ্ছে।
depressive,আসলে আমাদের দেশে যেকোনো অপরাধগুলো সঠিকভাবে বিচার হয়নি বলে দিনেদিন অপরাধ করে যাচ্ছে আল্লাহ তায়ালা আমাদের সবাইকে বিপদমুক্ত রাখুন
depressive,সময় টিভি কাল ডিপ্রেশন নিয়ে কাজ করছে
depressive,আমরা মেয়ের ইচ্ছা পূরণের জন্য কিছু দরকার তাই করার চেষ্টা করতেছিলাম ।এত সার্টিফিকেট দিয়ে আমি করবো মনে চায় মরে যাই
depressive,নিউজ দুর্ভিক্ষ বাংলাদেশ
depressive,নতুন নিয়মে শিক্ষা আসিয়া লাভ হবে শিক্ষার অবস্থা খুবই খারাপ হয়ে গেছে
depressive,"চারিদিকে শুনি উন্নয়ন আর উন্নয়ন , তাহলে জোর করে সিল মারার কি প্রয়োজন "
non_depressive,আল্লাহ আপনাদের হেফাজতে রাখুক আমিন
depressive,আমি সর্বদা খুব বিরক্ত। কোন কারণে আমি সময় নিরুদ্দিপ্ত মনে হয়।হতাশা দুচিন্তা বেকারত্বের প্রধান কারণ।
non_depressive,এদের ফাঁসি দেয়া উচিত
depressive,তাহলে চিন্তা করো যায়া বস্তাবন্দি থাকে তাদের কেমন লাগে
depressive,৯ টাকায় অথচ ৭০ টাকা চালের কেজি ২০ ২৫ টাকায় চাউলের কেজি দেন । ক্ষুধার্ত পেট ইন্টারনেট বুঝে না ! 
depressive,আমাদের ম্যাসের ভাই ছিলো খুব মিস করি
non_depressive,ক্ষমতায় আসার জন্য
depressive,পরিবার ছাড়া চলা যায় নাতবে সেই পরিবারই বিষন্নতার কারণ
depressive,আমি আমার জীবনের কোন আনন্দদায়ক জিনিস খুজতে পারছি না।
depressive,এই ছবি গুলো ভাইরাল হয় না কেন পরোটা বাবা 
depressive,কান্না শুধু তাদের সহপাঠী পরিবার আত্মীয় স্বজনের নয় কান্না সারা দেশের অস্বস্তি
depressive,প্রিয় মানুষের গায়ের গন্ধটা খুব মিস করছি।
non_depressive,নিউজের বড়ই অভাব দেশে
depressive,", কেউ ভাবেনি এই নিষ্পাপ প্রাণ গুলোর অচিরেই থেমে যাবে পথ চলা ! ড্রাইভারের অধৈর্য অসতর্কতায় ডুবে গেল তাদের জীবনের ভেলা ! "
non_depressive,আলহামদুলিল্লাহ দুইটা নিয়েছিলাম আল্লাহ এখনো সুস্থ রাখছে।
non_depressive,কওমি মাদ্রাসার কেউ বেকার নেই।আগে আল্লাহর আনুগত্যে আসেন।সব ঠিক হয়ে যাবে।
non_depressive,বাংলার যুবনেতা অভিষেক ব্যানার্জি জিন্দাবাদ 
non_depressive,এসব মাস্তানদের দেশ ছাড়া করার দরকার এসব মাস্তানি এখানে চলবে
depressive,ইংরেজীতে লিখা এই পত্রটি দ্বারা বিভোদানন্দ সরস্বতী রুগ্ন সেবা কেন্দ্র বাংলাদেশ এবং পশ্চিম বঙ্গের পাশ্ববর্তী রাষ্ট্রের চিকিৎসা সেবা নিতে আসা রোগীদের বিনা মুল্যে আবাসিক ও খাবার ব্যবস্থা করবেন মর্মে পরিপত্র জারী করেছেন । এটা সম্পু্র্ণ বিভোদানন্দ সরস্বতী রুগ্ন সেবা কেন্দ্র এর নিজস্ব 
depressive,উড়িবার চায় দুটো অপশন আছে হয় শুরু করা নয় শেষ করা শুরু অথবা শেষ
non_depressive,নিউজ কারা লাগে আপনাগো
depressive,ব্যালট বইয়ে পুরোটাতেই নৌকায় সিল
depressive,প্রকৃত ভালোবাসা আসলেই অনেক সুন্দর কিন্তু সময়ের পরিক্রমায় দিন দিন নষ্টের পথে
non_depressive,আমি জীবনেও নাটক মুভি গান টেনে দেখি প্রথম নাটকটা একটুও টানি নাই অসাধারণ নাটক
non_depressive,তাহলে বাংলাদেশের সযস্ত হিন্দুকে ভারতে পাঠাতে হবে
depressive,হেক্সিসলের গন্ধে আমি তোমার গন্ধ পাইনা অসাধারণ অভিনয় জীবনের প্রতিটি অধ্যায় মানুষকে ভাবায় জীবন ভয়ংকর সুন্দর মৃত্যু আরও বেশি সুন্দর
depressive,আমাদের সমাজ ব্যবস্থাটাই এরকম চাকরিজীবি হলে কেউ সফল ভাবেনা। রিক্স নেয়ার সক্ষমতাও সবার নাই।
depressive,ডুবে যাচ্ছে বাংলাদেশ টেনে তুলতে দরকার বিবেকবান কিছু মানুষ । 
non_depressive,Rtv সুন্দর সুন্দর নিউজ করে একদম মুগ্ধ হয়ে উপায় নেই।
depressive,এখানে বলেছেন সবকিছুই আমার বছরের জীবনে চলছে
depressive,১৯৭৬ সালে গবেষণা শুরুর পর অবশেষে পানির অস্তিত্বের ব্যাপারে অনেকটাই নিশ্চিত হল বিজ্ঞানীরা । এবার কি তবে প্রাণের অস্তিত্ব মিলবে ? 
depressive,প্রতিদিন আমি আরও দুঃখে ডুবে যাচ্ছি। সবার মাঝে আমি নিজেকে হারিয়ে ফেলার মধ্যে অবজ্ঞা করছি।
non_depressive,সবই সাংবাদিক বলছে উনার মুখ থেকে কিছু শুনছি না।
depressive,"বাসের তলায় পিষছে মানুষ , হাসছে নরপিশাচ ! তিন তিনটা লাশ পরেছে খা কির পোলা আর কত লাশ চাস ? বিচার চাই পপাই"
non_depressive,ভেজ্ঞে ফেলে বস্তিতে থাকা অসহায় মানুষদের থাকার ব্যবস্থা করে দেয়া লাগতো।
non_depressive,সুন্দর একটা তারিখে কমেন্ট রেখে গেলাম। রোহান তটিনী দুইজনই আমার প্রিয় অভিনেতা অভিনেত্রী। শুভকামনা দুইজনের জন্য।
depressive,পরিবার নিজের ক্যারিয়ার সামাজিক চাপ আর্থিক চাপ মিলিয়ে ভীষণ বিষন্নতায় আছি
depressive,"হিন্দুগুলো এতোই জঘন্য যে , এরা গরুর মল মূত্র খেয়ে গর্ববোধ করে ! পবিত্র হয় , মানুষ কতোটা নিকৃষ্ট হলে এমনটি করতে পারে । গাভী দুধ দেয় তাই গরু মায়ের মতো । গরুর গোশত খাওয়া যাবে না , তবে গরুর চামড়ার জুতা স্যান্ডেল পরা যাবে ! উদ্ভট সব যুক্তি নিয়ে যারা পালন করছে একটা ধর্ম । "
depressive,"মা অপেক্ষা করে স্কুল থেকে সন্তান মায়ের বুকে ফিরে আসবে , সেই সন্তান ঘরে লাশ হয়ে ফিরে আসে আমরা খবর যানি বিচার যানিনা "
depressive,প্রতিবেদন দেখেই ডিপ্রেশনে চলে গেলাম
depressive,"এক লোক আত্মহত্যা করার জন্য রেল লাইন এর উপর শুয়ে আছে , পাশে আছে একটি টিফিন ক্যারিয়ার । এক লোক তাকে জিজ্ঞাসা করল , ভাই মরতে এসেছেন ভাল কথা তো খাবার এনেছেন কেন ? লোকটি উত্তর দিল , ট্রেনের শিডিউলের যা অবস্থা পরে না খেয়ে মরি আর কি ! ছ্যাকা"
non_depressive,একমাত্র ইসলাম ছাড়া কোনো পদ্ধতিই কাজে আসবে না।
depressive,"ভোট শান্তিপূর্ণ হয়নি এটা বলার উপায় নেই : আ লীগ আওয়ামী লীগের সাধারণ সম্পাদক ও সেতুমন্ত্রী ওবায়দুল কাদেরে বলেছেন , ৩ সিটিতে ভোটারা আগ্রহ নিয়ে ভোট দিয়েছেন । অথচ বিএনপির প্রার্থীরা ভোট বর্জনের কৌশল নিয়েছেন । তিনি বলেন , ভোট শান্তিপূর্ণ হয়নি এটা বলার উপায় নেই । "
non_depressive,"পাঁচ ওয়াক্ত নামাজ পরবো , আর একসাথে জান্নাতে যাবো । "
depressive,সত্যই তো মাত্র দুজন কে বাস চাপা দিছে ! কিছু বলার নাই আজ সিরিয়াসলি 
non_depressive,পর্দা ফরজ। ভাই বোন পর্দা কেন তুমি বেহেস্ত চাও যার তুলনা কোনো চোখ দেখেনিকোনো কান শুনেনিকোনো হৃদয় অনুভব করেনি
non_depressive,"অবশ্যই মু মিনরা সফলকাম হয়ে গেছে । যারা নিজেদের সালাতে বিনয় নম্রতা অবলম্বন করে । যারা অসার কথাবার্তা এড়িয়ে চলে । সূরা মু মিনূন ২৩ , আয়াত ১ ৩ "
depressive,তার পরতার কিআর কখনো কথা হয়নি
depressive,গণতন্ত্রের লেবাছ হলো জনগণ সকল ক্ষমতার উৎস সার্টিফিকেট দিয়ে আমি করবো মনে চায় মরে যাই।
non_depressive,এটাই আমাদের উন্নত দেশ
depressive,"জুতা মন্ত্রী শাজাহানের শ্যালকের গাড়ি বলেই অনেকে এই দূর্ঘটনার বিচার দাবী করে যাচ্ছে দলকানার বাচ্চারা , সব কিছুতেই রাজনীতি খুজে বাস্তবিক অর্থে মানবিক দিক বিবেচনা করেই এই নির্মমতার বিচার চাওয়া উচিৎ"
non_depressive,আসসালামু আলাইকুম ভাই লবন থ্যারাপি কিন্তু আছেতাও বিজ্ঞান সম্মত
non_depressive, বৃষ্টি আর প্রেম দুইটাই প্রথম প্রথম ভালো লাগে তারপর সব কাঁদা কাঁদা 
depressive,আশার পেছনে মরীচিকার মতো প্রতিনিয়তই ছুটে চলেছি । মৃত্যু পর্যন্ত চলতে থাকবে তার এই অসীম আকাঙ্ক্ষার । 
non_depressive,টিভির চ্যানেল গুলা নিউজ পায়
non_depressive,এটা প্রাচীন কার্যকারী চিকিৎসা।
non_depressive,এতো উন্নয়নের জোয়ারে কিছুর দাম বেড়ে যাচ্ছে
depressive,খুব সুন্দর দেহ ব্যবসার মাধ্যম বর্তমানের বিবাহ রীতি।
depressive,গরমের সাথে আছে মশা ফ্রি
depressive,আমার বেচে থাকলে। আমি কবেই চলে যেতাম
depressive,বাঙালি তোদের ছেড়ে দেবে ভেবেছিস ? বাংলাপক্ষ জয়বাংলা 
depressive,তুমি এমন ভাবে আমার মৃত্যুর সময় পাশে থেকো।।
depressive,আল্লাহ তুমি সবাইকে বুঝার শক্তি দেও
depressive,কষ্টে আছি বলবো
non_depressive,বরিশাল আশেন ফাও দিবো লাউ। আমাদের গাছে অনেক লাউ আছে।
non_depressive,মমতা ব্যানার্জি বলেছেন লোকসভা ভোটে বাংলায় সব আসন পাবেন । ৪২টা লোকসভা আসনের মধ্যে ৪২ টিতেই জিতবেন । কিন্তু আমি বলছি সে গুড়ে বালি । লিখে নিন ১৫টিও আসন জিতবে না তৃণমূল । : 
depressive,কোটি কোটি মানুষের কথা। উন্নয়ন দিয়ে হবে যদি পেটে খানা থাকে।
non_depressive,আমি একমাত্র ব্যক্তি টিকা কেন টিকার গুষ্টির ধারে কাছে যাইনি আমি আল্লাহর রহমতে একদম সুস্থ সাবলীল মানুষ
non_depressive,সত্যি খুবই কস্টের বিষয়
non_depressive,পুলিশ ধন্যবাদ।তদের কঠিন বিচার করা হোক।চুরি করা পর্যন্ত ঠিক তারা বোনদের গায়ে হাত দেওয়া ঠিক করে নি।
depressive,"ছোটবেলায় জ্বর হলে বাজার থেকে বাবা আনারস কিনে আনতেন সে আনারস খেলেই আমার জ্বর ভালো হয়ে যেত । বাবা কাছে নেই , কয়েক বছর হলো , আনারস দেখলে এখন বাবার কথা খুব মনে পড়ে যায় । মিস ইউ বাবা"
depressive,এরা টাকা খাইয়া কেমনে টিকে থাকে আমার টাকা হারাইলেই পাগল হয়ে যাই
non_depressive,স্বাধীনতা অর্জনের চেয়ে স্বাধীনতা রক্ষা করা কঠিন
non_depressive,মিস্টার মারুফ যখন বাংলাদেশ ছিলো তখন নায়েক ছিলো আমেরিকা যাওয়ার প্রবাশী হয়ে গেছে নায়েক
non_depressive,আল্লাহ আমাদের রিজিকের ব্যবস্তা করে দিনআমীন
depressive,"গায়েব নয় , রোহিঙ্গাদের দাঁত মাজতে দেয়া হয়েছে গায়েব হওয়া কয়লা । দুর্নীতি দমন কমিশন "
non_depressive,পিয়াজের সাথে সাথে রসুনের দামও বেরে গেছে। রসুন ভারত থেকে আমদানী করা রসুন রপ্তানী বন্ধ হয়ে গেছে।
non_depressive,"আল্লাহ তালা বলেন হে নবী ! আপনি বলুন যে , তোমরা যদি আল্লাহর ভালবাসা পেতে চাও , তাহলে আমার অনুসরণ কর । তবেই আল্লাহ তোমাদেরকে ভালবাসবেন । সূরা আল ইমরানঃ ৩১ "
depressive,এগুলো বাদ দিয়া চাষাবাদ দাও নিজের উন্নতি হবে সাথে দেশের
non_depressive,সবকিছুই শেখ হাসিনার নাটক
non_depressive,"এই রে , সবাই তো প্রায় জেনেই গেল দেখছি ! তবে আরেকটু গভীরে যাওয়া বাকি : "
depressive,ডিপ্রেশনে ডিপ্রেশনে আমার জীবনের কিছুই শেষ করে দিলাম
non_depressive,পাঠক মেডাম আপনি যেনো আবার এমনটা করে ফেলেন
non_depressive,স্মৃতি হিসাবে রেখে গেলাম  অবশেষে বলি নাটক হৃদয় কাপানো। ছুঁয়েছে
depressive,আমরাই একমাত্র দেশ যারা গত বছরে একের পর এক যুদ্ধে পাকিস্তানকে হারানোর পরেও দেশের জমি পাকিস্তান দখল করেছে । পাক অধিকৃত কাশ্মীর কংগ্রেস সরকারের অবদান । 
non_depressive,আমরাও চাই বাংলাদেশ দুষ্ট সম্প্রদায় থেকে মুক্তি পাক
depressive,আমি আমার নিজের মাঝে আত্মহত্যা করতে চাই কিন্তু আমি অসমর্থ।টাকা থাকলে শান্তিতে মরাও যায় ভাই। এটাই সত্যি
depressive,বিশ্রী এ শহরে থাকতে চাইনা আমি । হারিয়ে যেতে চাই তার শহরে । ভয় হয় তার শহরে আবার জলাবদ্ধতা নেই তো ? 
depressive,তাদেরই অবস্থা তাহলে আমরা যারা নিম্ন বেতনে চাকরি করি তারা করবো
non_depressive,ভারতের সকল মুসলমানদের বাংলাদেশ পাকিস্তানে পাঠানো হোক
non_depressive,পয়সা থাকলে জামিন পাওয়া সহজ। হিরো আলমের বোন মনে হয়।
depressive,মধ্য আয়ের দেশে উন্নীত হয়ে বাংলাদেশ এখন ভাঙ্গাদেশে রুপান্তরিত হয়েছে ফ্যাক্ট দেড় ঘন্টার রাস্তার অর্ধেক আসতে লাগে সাড়ে তিন ঘন্টা
non_depressive,তােরা একেবারে উদ্ধার করে দিলি।
depressive,তোমার মতোই থাকলা তুমি খবর নিলা
non_depressive,যাতে গার্মেন্টস সেক্টর বেসরকারি সেক্টরে আমাদের দেশের কর্মীরাই পদে চাকরি করতে পারে।
depressive,আমি কোনো কিছুতেই আনন্দ পাই
depressive,আমাদের দেশের কসাই চিকিৎসা ব্যবস্থা থেকে এইরকম ভালো
non_depressive,আলহামদুলিল্লাহ অনেক খুশি হলাম আস্তে আস্তে যদি চিরতরে বাংলাদেশের বুক থেকে ইন্ডাস্ট্রি গুলি মুছে যেত অন্ততপক্ষে বানোয়াট মিথ্যা থেকে মানুষ দূরে থাকতো।
non_depressive,আমার আগেই সন্দেহ ছিল আমি শুধু একটা ডোজ নিছি তিনটা দেই নাই। আল্লাহ আমাকে এবং অন্যদেরকেও রক্ষা করো।
depressive,আমি জীবনের কিছু হারিয়ে দিন দিন ডিপ্রেশন ডুবে যাচ্ছি তাই আজকে কয়দিন যাবোত মরতে চাইতে কিন্তু মারতে পারতেছি
depressive,"আমি আর আপনি করলে যা হয় অপকর্ম , মহাপুরুষেরা করলেই সেসব লীলা খেলা হয়ে যায় , "
depressive,যায় দিন যায় রাত থাকি দিশেহারা তরে ছাড়া বড় একা একা লাগে তরে ছাড়া 
depressive,আমি আমার শখের কাজগুলো করি
depressive,চারো দিকে শধু উন্নয়ন উন্নয়ন এদিকে সাধরণ মানুষ খেয়ে থাকে
non_depressive,নৌকার মাঝি জয় বাংলা
non_depressive,টিভি সাংবাদিক নিউজ খুজে পায়না তাই এবার টকটকার দের নিয়ে পড়ছে
non_depressive,কেমনে বিশ্বাস করি বিয়ে বিচ্ছেদ বার্ছে সেই কবে  সালে একটা বিয়ে কর্ছিলাম বহু বছর হয়ে গেলো ছার্তেও পার্ছিনা আরেকটা বিয়েও কর্তে পার্ছিনা
non_depressive,প্রকাশ্যে অস্ত্র দেখার পরও পুলিশের অভিযোগের দরকার।বলবে অভিযোগ পেলে আমরা ব্যবস্থা নিব।
non_depressive,"ঝরাপাতা ঝড় দেখে ভয় পেয়োনা , ঐ ঝড় আসছে তোমাকে মাটি থেকে আকাশে উঠানোর জন্য ! কবি সম্রাট আল্লামা ইকবাল"
depressive,টেস্টে বাজে খেলায় খেলোয়াড়দের অশ্লীল ভাবে গালি দেয়া ছেলে মেয়ে গুলার মূখে এখন প্রসংশা ফুল ফুটে অদ্ভুত
non_depressive,এসি আবিষ্কার করছিলেন যিনি আমি তিনার আত্মার শান্তি কামনা করছি ! 
depressive,টাকার চুলায় রান্না করে টাকার চালের ভাত খেয়ে ইউনিট প্রতি টাকা বিদ্যুৎ বিল দিয়ে উন্নয়নের মহাসড়কে হাটতে চায়
non_depressive,বক্সে আমি কিছু টাকা অনুদান দিতে পারবো
non_depressive,গুনাহের যদি কোন গন্ধ থাকতো তাহলে আমরা কেউ পাশাপাশি বসতেও পারতাম না । পাশাপাশি বসা তো দূরে থাক আমরা কয়েশ মেইল দূরে যেয়েও গন্ধমুক্ত থাকতে পারতাম না । আজকাল গুনাহের কাজ গুলো আমাদের কাছে খুব সহজ আর অভ্যাসে পরিণত হওয়া কাজ 
depressive,আমাদের দেশে আমরা সবাই মিলেমিশে থাকি আমাদের দেশ আপনাদের মতো মোদি সাহেব দয়া করে আমাদের ভাতৃত্ব নষ্ট করবেন
non_depressive,উচ্চ শিক্ষিত হওয়া দেশে বড় পাপ।
non_depressive,সংবাদ বিশ্লেষণ আরো বোধগম্য করা উচিত।
depressive,শৈশবের ভয় গুলো আর বেঁচে নেই । নেই কোলাহলে খুঁজে বেড়ানো ভালোলাগার কোনো মুহূর্ত । প্রেমহীন দুপুরের ক্ষুধার্ত নির্জনতা তো নেই ই । নেই দুরন্ত বিকেলে মৃদু ছন্দে গুন গুনানি স্বভাবটা । আজো প্রেমবেলার সেই যন্ত্রণা হয়ে রইলাম তোমার । অথচ আমি তোমার শান্তি হতে পারতাম । হতে পারতাম তোমার স্বস্তি । 
non_depressive,একটা ডোজের কোন ডোজ নেইনি ভাই আল্লাহর রহমতে সুস্থ আছি
non_depressive,ধরনের একটা থেরাপি বিকাশ নুরাকে দেওয়া উচিত
depressive,টিকা দেওয়ার এলার্জি চরম ভাবে আক্রান্ত হয়েছি আমাদের গ্রামের অনেকের সমস্যা।
depressive,তোমাকে এমন ভাবে ভালোবাসলাম তোমাকে এখন ভুলতে গেলে নিঃশ্বাস বন্ধ হয়ে যায় চলে যাওয়া মানুষ যখন ফিরে আসে তখন চাইতে এতো আনন্দের অন্যকিছু হতে পারে
depressive,দাত মাইজা লক্ষ হাজার মেক্টিকটন কয়লা শেষ করছত জন্যে তোর দাত সুন্দর
non_depressive,টেকনলোজি শিক্ষা দিতে হবে স্কুল কলেজে বেশি বেশি
non_depressive,"শহরতলির বুকে , কলকাতা পুলিশের জালে ধরা পড়ল দুই মোটর সাইকেল চোর , জেরা ও তথ্যের ভিত্তিতে চুরি যাওয়া মোটর সাইকেলটি উদ্ধার করল যাদবপুর থানার পুলিশ । "
depressive,দেশটা ধ্বংস মানুষ বড় অসহায়
depressive,আমি সময় অনুমান করি আমি নিজের সাথে সন্তুষ্ট নই।আমি সময় অনুমান করি আমি যেটা প্রয়োজন তাতে আমি সেটা করতে পারবো
non_depressive,মৃত্যুর জন্য অবশ্যই ছেলের বাপমা দায়ী কারণ অল্প বয়সে ছেলেদেরকে বাইক কিনে দিয়ে তাদেরকে মৃত্যুর দিকে ঠেলে দেয়।
non_depressive,সিন্ডিকেট নিয়ন্ত্রণে আনা জরুরি।
non_depressive,হজ্ব হোক দুর্নীতি মুক্ত টাকায় ; না হলে এই হজ্বের কোন ফজিলত পাওয়া যাবে না ; এখন অনেক মুখোশধারী দুর্নীতিবাজ হজ্ব করে নিজের নামের সাথে আলহাজ্জ্ব লাগিয়ে আরো বড় মাপের বাটপারি করে ; এরা লেবাসধারী ধার্মিক ! 
non_depressive,অধিকাংশ ড্রাইভার ঘোরের মধ্য থাকে।
non_depressive,এটা কোন লেভেলের গান ভাই
depressive,ক্ষতি পূরন এখন দিবে
depressive,দেশের বিশিষ্ট দুই ভদ্র মহিলা যা শুরু করছে এদের চেলা পেলা গুলা আরও কুত্তার লেজের চাইতেও খ্রাপ দুই গ্রুপের অবস্থা দেখলে মনডা চায় ফালাইয়্যা ওখানে থাবড়াই যতসব গাজা খুরী কথাবার্তা এত জুতাপেটা পাবলিক করে তাও লজ্জাহীন আবালের দল আবার চেটের বালগো বড় কথা 
depressive,হেটার্স বেড়ছে সাথে ব্লক লিস্ট টাও লম্বা হচ্ছে ফ্রি থাকছে সম্মান দিলে সম্মান পাবে লাইক দিলে লাইক পাবে দুইটার মধ্যে কোনো পার্থক্য নাই টুইটার
non_depressive,"কিসের এতো ভয় বলো , যেখানে ভালোবাসা শূণ্যতার উপর দাঁড়িয়ে সেখানে তোমাকে হারানোর ভয় টা বোকামী । শুভ সকাল "
non_depressive,নির্লজ্জ চেনেল নির্লজ্জ সংবাদিক
non_depressive,ছবি ঈদের পরে মুক্তি দেওয়া উচিৎ ছিল বুঝতে পারনি।
depressive,আমি আশা করি সবকিছু শেষ হয়ে যাবে
depressive,বাংলাদেশের কক্সবাজারে কেন বাড়ছে পাহাড় ধসের ঝুঁকি
depressive,ধ্বংস হোক অশ্লীল জগৎ
non_depressive,অবশ্যই পাতা ছেঁড়া ঠিক আছে।। সরকারের এটা আগেই দেখা উচিত ছিল বইয়ে আছে আছে
non_depressive,সুস্থ হলে ভালো হলে সমস্যা নাই মেডিকেলের বিল দিতে হবে
non_depressive,হতে পারে ঐলোক কেমেরার বাইরে
non_depressive,সীমান্ত বাহিনী আছে কিসের জন্য গাঁজা চাষ করার জন্য নাকি
non_depressive,অপরাধীদের ফাঁসির দাবি জানাচ্ছি
depressive,কিছু বলা কথা রয়ে গেলো কিছু অপূর্ণতা রয়ে গেলো
depressive,জীবনের প্রতিটি অবনতি আমাদের চোখে পড়ে এবং সময় আমাদের দুঃখের মাঝে ফেলে।আর কষ্ট দিবিরে তোরা বাঙালি
depressive,জীবনের পথে অসহায় ভ্রমণ এখনো থামে নি।আর কষ্ট দিবিরে তোরা বাঙালি
non_depressive,বিশ্বাস করেন আমি কিচ্ছু জানিনে
non_depressive,পয়সা থাকলে জামিন পাওয়া সহজ। হিরো আলমের বোন মনে হয়।
non_depressive,সিন্ডিকেটের লোকেরাই বেশি ভালো ভালো কথা বলে। খাবার নিয়ে যারা সিন্ডিকেট বাজি করে তাদেরকে কোন ধরনের খাতির করা যাবে ।।।
depressive,প্রায় ৪০ লক্ষ বাঙালি দেশ ছাড়া হতে চলেছে সামলাতে পারবে তো পৃথিবী ? 
depressive,আমি সময় শুধুমাত্র নেতাবাচক মনের কথা বলতে চাই কারণ আমি আমার নিজের সাথে সম্পর্কটি প্রত্যাশা করতে পারি না।
non_depressive,এগুলো বলে লাভ আছে আমরা আনেক বড়ো লোক হয়ে গেছি
non_depressive,টিভির চ্যানেল গুলা নিউজ পায়
non_depressive,ভালোবাসি শব্দটাই তো ভালো মানে টাটকা আর বাসি মানে পাচাঁ
non_depressive,আল্লাহ তুমি অনাকে সুস্তু ক্রিয়া দিও আমিন
non_depressive,বেবিচক আপনি টিনের চশমা লাগিয়ে বসে থাকেন।কর্মীদের কিছু সাসপেন্স করে দিলে টিক হয়ে যাবে।
depressive,আমি মডানা দুই টিকা নিয়ে দুই বসর অসুস্থ ছিলাম এখনো আমার নানা ধরনের সমস্যা আমি এখন করবো জানা থাকলে বলবেন
non_depressive,প্রশাসনের সঠিক বিচার থাকলে কেউ সাহস করে খারাপ কাজ জীবনে করত যাইহোক টাকা আছে যার প্রশাসন পকেটে আছে তার। টেনশন কিসের।
depressive,আমি সময় অনুমান করি আমি কোন কারণে অসন্তুষ্ট।কাজের মানসিকতা সম্পন্ন কোন শিক্ষিত সমাজ পাবোনা বেকারত্বের ভুগবে
depressive,"কোথাও রোমান্স নেই , চারিদিকে খাঁটি করুন বাস্তবতা ! "
non_depressive,নির্মম হত্যাকাণ্ডের কঠোর বিচার দাবি করছি
depressive,"আজ আমাদের এই ১৭ ২৭ বয়সটাতে ছোট পোশাকে চলা ফেরা পথে ঘাটে অসামাজিক কাজে লিপ্ত হওয়া , সিগারেট , বিয়ার হুইস্কি পান করার অবাধ দৃশ্যকে আধুনিক মনে হতে পারে যখন তুমি আমি অভিবাক হব মেনে নিব তো এসব ? আগামী কাল কি তুমি আমি তাদের বারন করব না ? ভাবুন "
